dot,density,n_cols,n_rows,format
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.000998,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.000996,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,0.001,10,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.000998,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.000998,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,1.0,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.001001,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.000998,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.001006,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.000998,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.000996,0.1,100,10,full
0.000991,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.1,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.000996,0.01,100,10,full
0.0,0.01,100,10,full
0.000986,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.000998,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.000998,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.01,100,10,full
0.000988,0.01,100,10,full
0.0,0.01,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.000997,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.000997,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.000997,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.0,0.001,100,10,full
0.00599,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.000993,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.000997,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.000998,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.001005,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.001,1.0,1000,10,full
0.0,1.0,1000,10,full
0.000997,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,1.0,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.000997,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.000997,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.000998,0.1,1000,10,full
0.000994,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
0.0,0.1,1000,10,full
