,;utc_timestamp;price
4931,4931;99900;21.74
4932,4932;99901;19.97
4933,4933;99902;19.99
4934,4934;99903;21. Dez
4935,4935;99904;27. Aug
4936,4936;99905;29. Sep
4937,4937;99906;33.92
4938,4938;99907;36.7
4939,4939;99908;36.69
4940,4940;99909;36.98
4941,4941;99910;31. Aug
4942,4942;99911;28. Dez
4943,4943;99912;25.38
4944,4944;99913;24. Jun
4945,4945;99914;23.51
4946,4946;99915;24.27
4947,4947;99916;26.39
4948,4948;99917;33.94
4949,4949;99918;37.93
4950,4950;99919;38.3
4951,4951;99920;36.48
4952,4952;99921;34.01
4953,4953;99922;33.08
4954,4954;99923;30.86
4955,4955;99924;28.32
4956,4956;99925;27. Dez
4957,4957;99926;27.53
4958,4958;99927;28.63
4959,4959;99928;34.64
4960,4960;99929;38.85
4961,4961;99930;41.97
4962,4962;99931;41.95
4963,4963;99932;39.99
4964,4964;99933;39.96
4965,4965;99934;35.2
4966,4966;99935;35.91
4967,4967;99936;31. Mrz
4968,4968;99937;27. Jun
4969,4969;99938;26.0
4970,4970;99939;24.58
4971,4971;99940;24. Apr
4972,4972;99941;26. Jan
4973,4973;99942;29.14
4974,4974;99943;30.13
4975,4975;99944;29.36
4976,4976;99945;26. Jan
4977,4977;99946;24.69
4978,4978;99947;22. Apr
4979,4979;99948;15.27
4980,4980;99949;13.38
4981,4981;99950;14. Sep
4982,4982;99951;20. Sep
4983,4983;99952;27.31
4984,4984;99953;34.3
4985,4985;99954;37.13
4986,4986;99955;35.97
4987,4987;99956;34.34
4988,4988;99957;33.98
4989,4989;99958;24.68
4990,4990;99959;20.72
4991,4991;99960;16. Aug
4992,4992;99961;18.66
4993,4993;99962;16.58
4994,4994;99963;14.25
4995,4995;99964;Sep 91
4996,4996;99965;14.36
4997,4997;99966;18.27
4998,4998;99967;19. Apr
4999,4999;99968;17.18
5000,5000;99969;Nov 65
5001,5001;99970;Nov 63
5002,5002;99971;15. Jul
5003,5003;99972;Okt 18
5004,5004;99973;10. Aug
5005,5005;99974;Okt 14
5006,5006;99975;10. Aug
5007,5007;99976;21.95
5008,5008;99977;31. Mai
5009,5009;99978;36.95
5010,5010;99979;38.66
5011,5011;99980;38.65
5012,5012;99981;40.66
5013,5013;99982;36.92
5014,5014;99983;29.02
5015,5015;99984;28. Mrz
5016,5016;99985;26.27
5017,5017;99986;25. Jun
5018,5018;99987;25. Jun
5019,5019;99988;26. Apr
5020,5020;99989;35.97
5021,5021;99990;42.7
5022,5022;99991;43.06
5023,5023;99992;42.71
5024,5024;99993;41.82
5025,5025;99994;41.32
5026,5026;99995;37.99
5027,5027;99996;37.41
5028,5028;99997;35.58
5029,5029;99998;36.32
5030,5030;99999;37.91
5031,5031;100000;42.18
5032,5032;100001;44.08
5033,5033;100002;46.15
5034,5034;100003;43.76
5035,5035;100004;42.02
5036,5036;100005;40.91
5037,5037;100006;32.69
5038,5038;100007;35.81
5039,5039;100008;32.55
5040,5040;100009;30.93
5041,5041;100010;28.77
5042,5042;100011;28.41
5043,5043;100012;31. Mrz
5044,5044;100013;38.05
5045,5045;100014;49.6
5046,5046;100015;52.23
5047,5047;100016;50.08
5048,5048;100017;45.02
5049,5049;100018;43.26
5050,5050;100019;35.0
5051,5051;100020;31.09
5052,5052;100021;30. Mrz
5053,5053;100022;30.95
5054,5054;100023;31.57
5055,5055;100024;35.1
5056,5056;100025;39.91
5057,5057;100026;41.96
5058,5058;100027;40.06
5059,5059;100028;39.21
5060,5060;100029;34.44
5061,5061;100030;28.44
5062,5062;100031;28.68
5063,5063;100032;28.38
5064,5064;100033;27.28
5065,5065;100034;27. Sep
5066,5066;100035;27.37
5067,5067;100036;28.33
5068,5068;100037;32.09
5069,5069;100038;39.07
5070,5070;100039;39.94
5071,5071;100040;35.13
5072,5072;100041;30. Aug
5073,5073;100042;29.61
5074,5074;100043;29.75
5075,5075;100044;28. Jul
5076,5076;100045;28.37
5077,5077;100046;29.98
5078,5078;100047;29. Sep
5079,5079;100048;35.29
5080,5080;100049;38.95
5081,5081;100050;42.11
5082,5082;100051;41.45
5083,5083;100052;41.75
5084,5084;100053;40.51
5085,5085;100054;31.2
5086,5086;100055;30.51
5087,5087;100056;28.85
5088,5088;100057;28.94
5089,5089;100058;29. Jan
5090,5090;100059;28. Aug
5091,5091;100060;28.81
5092,5092;100061;34.43
5093,5093;100062;39.35
5094,5094;100063;41.28
5095,5095;100064;38.03
5096,5096;100065;33.24
5097,5097;100066;33.0
5098,5098;100067;31. Jan
5099,5099;100068;31.86
5100,5100;100069;31.34
5101,5101;100070;34.08
5102,5102;100071;35.08
5103,5103;100072;40.96
5104,5104;100073;44.92
5105,5105;100074;50.0
5106,5106;100075;46.88
5107,5107;100076;44.91
5108,5108;100077;44.95
5109,5109;100078;39.94
5110,5110;100079;30.41
5111,5111;100080;29.32
5112,5112;100081;28.38
5113,5113;100082;28. Apr
5114,5114;100083;28.32
5115,5115;100084;28.36
5116,5116;100085;35.33
5117,5117;100086;40.24
5118,5118;100087;41.5
5119,5119;100088;39.96
5120,5120;100089;38.67
5121,5121;100090;37.89
5122,5122;100091;37.34
5123,5123;100092;35.08
5124,5124;100093;33.62
5125,5125;100094;34.82
5126,5126;100095;35.96
5127,5127;100096;39.7
5128,5128;100097;42.78
5129,5129;100098;44.9
5130,5130;100099;43.52
5131,5131;100100;41.98
5132,5132;100101;41.96
5133,5133;100102;36.64
5134,5134;100103;30. Aug
5135,5135;100104;30.76
5136,5136;100105;28.74
5137,5137;100106;27. Jun
5138,5138;100107;26.49
5139,5139;100108;25.0
5140,5140;100109;26.51
5141,5141;100110;26.89
5142,5142;100111;30.79
5143,5143;100112;31.25
5144,5144;100113;28.31
5145,5145;100114;27. Mrz
5146,5146;100115;26.49
5147,5147;100116;26.93
5148,5148;100117;26.71
5149,5149;100118;26.97
5150,5150;100119;28.29
5151,5151;100120;33.94
5152,5152;100121;37.3
5153,5153;100122;38.16
5154,5154;100123;36.96
5155,5155;100124;36.97
5156,5156;100125;38.57
5157,5157;100126;35.91
5158,5158;100127;29.93
5159,5159;100128;26.93
5160,5160;100129;23.24
5161,5161;100130;22.54
5162,5162;100131;21.58
5163,5163;100132;19. Mai
5164,5164;100133;19.85
5165,5165;100134;20.33
5166,5166;100135;22.55
5167,5167;100136;23.79
5168,5168;100137;22.99
5169,5169;100138;23. Jun
5170,5170;100139;19.34
5171,5171;100140;15. Aug
5172,5172;100141;Sep 98
5173,5173;100142;Okt 41
5174,5174;100143;Mrz 43
5175,5175;100144;Okt 23
5176,5176;100145;25.76
5177,5177;100146;31.06
5178,5178;100147;34.91
5179,5179;100148;34.99
5180,5180;100149;39.91
5181,5181;100150;34.9
5182,5182;100151;28.92
5183,5183;100152;24.72
5184,5184;100153;23. Sep
5185,5185;100154;22.22
5186,5186;100155;22.19
5187,5187;100156;23. Sep
5188,5188;100157;24. Jan
5189,5189;100158;24.62
5190,5190;100159;27. Feb
5191,5191;100160;27. Dez
5192,5192;100161;24.35
5193,5193;100162;25.31
5194,5194;100163;24.52
5195,5195;100164;24. Nov
5196,5196;100165;23. Aug
5197,5197;100166;23.84
5198,5198;100167;26.86
5199,5199;100168;30.02
5200,5200;100169;35.94
5201,5201;100170;39.01
5202,5202;100171;39.65
5203,5203;100172;38.61
5204,5204;100173;38.42
5205,5205;100174;30.14
5206,5206;100175;24.22
5207,5207;100176;19. Mrz
5208,5208;100177;14.49
5209,5209;100178;Okt 54
5210,5210;100179;Okt 22
5211,5211;100180;13.38
5212,5212;100181;29.22
5213,5213;100182;30.36
5214,5214;100183;36.08
5215,5215;100184;30. Nov
5216,5216;100185;28. Sep
5217,5217;100186;27.27
5218,5218;100187;25.95
5219,5219;100188;23.45
5220,5220;100189;22.67
5221,5221;100190;19.94
5222,5222;100191;18.62
5223,5223;100192;20. Apr
5224,5224;100193;22.72
5225,5225;100194;23. Aug
5226,5226;100195;21.92
5227,5227;100196;20.44
5228,5228;100197;20.23
5229,5229;100198;Apr 39
5230,5230;100199;Okt 67
5231,5231;100200;08. Aug
5232,5232;100201;Jun 82
5233,5233;100202;02. Jan
5234,5234;100203;Jan 74
5235,5235;100204;Mai 26
5236,5236;100205;Dez 33
5237,5237;100206;23. Jul
5238,5238;100207;18. Jun
5239,5239;100208;10. Mai
5240,5240;100209;Sep 66
5241,5241;100210;10. Mrz
5242,5242;100211;Sep 65
5243,5243;100212;Okt 19
5244,5244;100213;Aug 97
5245,5245;100214;Sep 71
5246,5246;100215;Okt 17
5247,5247;100216;Nov 79
5248,5248;100217;20.37
5249,5249;100218;25.78
5250,5250;100219;24. Aug
5251,5251;100220;25.56
5252,5252;100221;25.45
5253,5253;100222;18.93
5254,5254;100223;14. Sep
5255,5255;100224;10. Feb
5256,5256;100225;Sep 91
5257,5257;100226;Sep 86
5258,5258;100227;Sep 92
5259,5259;100228;19. Jun
5260,5260;100229;32.77
5261,5261;100230;35.51
5262,5262;100231;35.51
5263,5263;100232;33.65
5264,5264;100233;32.25
5265,5265;100234;32.45
5266,5266;100235;31.13
5267,5267;100236;30.0
5268,5268;100237;29.88
5269,5269;100238;30.02
5270,5270;100239;31.65
5271,5271;100240;34.79
5272,5272;100241;38.01
5273,5273;100242;43.91
5274,5274;100243;41.87
5275,5275;100244;37.6
5276,5276;100245;36.13
5277,5277;100246;30.75
5278,5278;100247;28.18
5279,5279;100248;27.92
5280,5280;100249;25.88
5281,5281;100250;24.63
5282,5282;100251;24. Sep
5283,5283;100252;28.21
5284,5284;100253;33.29
5285,5285;100254;39.38
5286,5286;100255;42.59
5287,5287;100256;40.59
5288,5288;100257;40.22
5289,5289;100258;40.81
5290,5290;100259;36.38
5291,5291;100260;33.83
5292,5292;100261;31. Mai
5293,5293;100262;29. Sep
5294,5294;100263;29.69
5295,5295;100264;31.44
5296,5296;100265;33.2
5297,5297;100266;35.07
5298,5298;100267;34.97
5299,5299;100268;35.9
5300,5300;100269;37.86
5301,5301;100270;36.01
5302,5302;100271;34.65
5303,5303;100272;31.92
5304,5304;100273;28. Sep
5305,5305;100274;27.68
5306,5306;100275;27. Jun
5307,5307;100276;27. Mai
5308,5308;100277;27.79
5309,5309;100278;29.71
5310,5310;100279;30. Sep
5311,5311;100280;31.94
5312,5312;100281;29. Sep
5313,5313;100282;29.94
5314,5314;100283;28.35
5315,5315;100284;25.86
5316,5316;100285;25. Jan
5317,5317;100286;25. Mrz
5318,5318;100287;26. Jun
5319,5319;100288;29. Jan
5320,5320;100289;35.41
5321,5321;100290;38.24
5322,5322;100291;38.78
5323,5323;100292;38.28
5324,5324;100293;39.68
5325,5325;100294;36.94
5326,5326;100295;29. Jan
5327,5327;100296;25. Dez
5328,5328;100297;21.78
5329,5329;100298;18.0
5330,5330;100299;15.39
5331,5331;100300;12. Jun
5332,5332;100301;Dez 84
5333,5333;100302;16.49
5334,5334;100303;18.0
5335,5335;100304;18.75
5336,5336;100305;18.95
5337,5337;100306;20.58
5338,5338;100307;Okt 19
5339,5339;100308;Aug 35
5340,5340;100309;Okt 34
5341,5341;100310;Okt 18
5342,5342;100311;18.87
5343,5343;100312;23.58
5344,5344;100313;30.36
5345,5345;100314;33.13
5346,5346;100315;33.62
5347,5347;100316;33.4
5348,5348;100317;33.7
5349,5349;100318;28.61
5350,5350;100319;25. Feb
5351,5351;100320;20.66
5352,5352;100321;18.15
5353,5353;100322;14. Jun
5354,5354;100323;15.66
5355,5355;100324;20.37
5356,5356;100325;30. Aug
5357,5357;100326;36.04
5358,5358;100327;36.45
5359,5359;100328;34.49
5360,5360;100329;28.81
5361,5361;100330;26.83
5362,5362;100331;18.51
5363,5363;100332;Nov 31
5364,5364;100333;Okt 92
5365,5365;100334;Nov 72
5366,5366;100335;10. Jan
5367,5367;100336;19.77
5368,5368;100337;28.98
5369,5369;100338;35.91
5370,5370;100339;35.91
5371,5371;100340;35.43
5372,5372;100341;36.99
5373,5373;100342;29.97
5374,5374;100343;28. Jun
5375,5375;100344;27.0
5376,5376;100345;24.63
5377,5377;100346;23.47
5378,5378;100347;23.95
5379,5379;100348;25. Mai
5380,5380;100349;33.12
5381,5381;100350;39.47
5382,5382;100351;40.0
5383,5383;100352;33.9
5384,5384;100353;29.92
5385,5385;100354;29.65
5386,5386;100355;28. Jul
5387,5387;100356;28.43
5388,5388;100357;28.46
5389,5389;100358;29.17
5390,5390;100359;33.98
5391,5391;100360;36.9
5392,5392;100361;38.52
5393,5393;100362;42.92
5394,5394;100363;41.95
5395,5395;100364;40.96
5396,5396;100365;41.12
5397,5397;100366;36.9
5398,5398;100367;32.21
5399,5399;100368;29.18
5400,5400;100369;28.95
5401,5401;100370;27.86
5402,5402;100371;27. Mai
5403,5403;100372;28.98
5404,5404;100373;34.4
5405,5405;100374;41.26
5406,5406;100375;43.76
5407,5407;100376;41.63
5408,5408;100377;41.12
5409,5409;100378;39.93
5410,5410;100379;36.94
5411,5411;100380;35.99
5412,5412;100381;35.92
5413,5413;100382;35.02
5414,5414;100383;35.85
5415,5415;100384;40.53
5416,5416;100385;45.26
5417,5417;100386;49.95
5418,5418;100387;44.64
5419,5419;100388;42.91
5420,5420;100389;42.8
5421,5421;100390;35.44
5422,5422;100391;33.0
5423,5423;100392;31.04
5424,5424;100393;30.97
5425,5425;100394;29.39
5426,5426;100395;28. Aug
5427,5427;100396;28.88
5428,5428;100397;32.02
5429,5429;100398;37.81
5430,5430;100399;38.0
5431,5431;100400;35.49
5432,5432;100401;29.95
5433,5433;100402;31.97
5434,5434;100403;28.44
5435,5435;100404;27.73
5436,5436;100405;28.55
5437,5437;100406;27.16
5438,5438;100407;29.51
5439,5439;100408;33.81
5440,5440;100409;36.9
5441,5441;100410;37.01
5442,5442;100411;36.62
5443,5443;100412;35.02
5444,5444;100413;34.58
5445,5445;100414;30.0
5446,5446;100415;28. Mai
5447,5447;100416;23.93
5448,5448;100417;22.0
5449,5449;100418;21. Jul
5450,5450;100419;21. Mai
5451,5451;100420;22.41
5452,5452;100421;28.69
5453,5453;100422;33.53
5454,5454;100423;28.66
5455,5455;100424;27.32
5456,5456;100425;21.97
5457,5457;100426;18.84
5458,5458;100427;Sep 82
5459,5459;100428;Jul 53
5460,5460;100429;0.88
5461,5461;100430;Jan 52
5462,5462;100431;Jul 51
5463,5463;100432;10. Jan
5464,5464;100433;20.73
5465,5465;100434;25. Aug
5466,5466;100435;26.49
5467,5467;100436;26.56
5468,5468;100437;28.67
5469,5469;100438;21.83
5470,5470;100439;19.81
5471,5471;100440;14.97
5472,5472;100441;17. Aug
5473,5473;100442;19.49
5474,5474;100443;18.46
5475,5475;100444;19.77
5476,5476;100445;19.14
5477,5477;100446;21.0
5478,5478;100447;23. Jan
5479,5479;100448;23.49
5480,5480;100449;22.76
5481,5481;100450;22.35
5482,5482;100451;21. Mrz
5483,5483;100452;21. Aug
5484,5484;100453;20.16
5485,5485;100454;20. Jan
5486,5486;100455;22.68
5487,5487;100456;27.62
5488,5488;100457;31.63
5489,5489;100458;35.1
5490,5490;100459;35.83
5491,5491;100460;36.97
5492,5492;100461;38.0
5493,5493;100462;35.85
5494,5494;100463;35.99
5495,5495;100464;30. Aug
5496,5496;100465;28.53
5497,5497;100466;26.81
5498,5498;100467;25. Nov
5499,5499;100468;24.29
5500,5500;100469;24.33
5501,5501;100470;25.68
5502,5502;100471;25.54
5503,5503;100472;24. Apr
5504,5504;100473;24.34
5505,5505;100474;24.24
5506,5506;100475;24.13
5507,5507;100476;23.53
5508,5508;100477;21.98
5509,5509;100478;22. Sep
5510,5510;100479;23. Jun
5511,5511;100480;27.18
5512,5512;100481;33.52
5513,5513;100482;37.48
5514,5514;100483;38.98
5515,5515;100484;39.09
5516,5516;100485;41.22
5517,5517;100486;37.08
5518,5518;100487;33.88
5519,5519;100488;30.2
5520,5520;100489;29. Jan
5521,5521;100490;28.67
5522,5522;100491;28.57
5523,5523;100492;29. Jan
5524,5524;100493;38.3
5525,5525;100494;42.97
5526,5526;100495;44.03
5527,5527;100496;40.98
5528,5528;100497;38.24
5529,5529;100498;38.49
5530,5530;100499;34.96
5531,5531;100500;35.06
5532,5532;100501;35.88
5533,5533;100502;38.33
5534,5534;100503;39.51
5535,5535;100504;42.1
5536,5536;100505;45.6
5537,5537;100506;49.99
5538,5538;100507;45.4
5539,5539;100508;44.13
5540,5540;100509;43.68
5541,5541;100510;36.66
5542,5542;100511;32.39
5543,5543;100512;32.1
5544,5544;100513;30.15
5545,5545;100514;28.74
5546,5546;100515;28.47
5547,5547;100516;30.47
5548,5548;100517;36.81
5549,5549;100518;43.36
5550,5550;100519;44.02
5551,5551;100520;42.3
5552,5552;100521;39.66
5553,5553;100522;36.99
5554,5554;100523;32.75
5555,5555;100524;32.0
5556,5556;100525;31.84
5557,5557;100526;31.86
5558,5558;100527;31.99
5559,5559;100528;37.34
5560,5560;100529;38.08
5561,5561;100530;39.71
5562,5562;100531;39.95
5563,5563;100532;38.9
5564,5564;100533;38.57
5565,5565;100534;34.91
5566,5566;100535;32.05
5567,5567;100536;31.94
5568,5568;100537;31.34
5569,5569;100538;30.87
5570,5570;100539;30.68
5571,5571;100540;30.92
5572,5572;100541;38.41
5573,5573;100542;44.02
5574,5574;100543;44.65
5575,5575;100544;43.24
5576,5576;100545;40.06
5577,5577;100546;39.54
5578,5578;100547;37.64
5579,5579;100548;36.09
5580,5580;100549;33.65
5581,5581;100550;34.69
5582,5582;100551;38.2
5583,5583;100552;45.64
5584,5584;100553;50.94
5585,5585;100554;56.95
5586,5586;100555;51.03
5587,5587;100556;45.44
5588,5588;100557;44.05
5589,5589;100558;36.68
5590,5590;100559;35.94
5591,5591;100560;34.45
5592,5592;100561;32.04
5593,5593;100562;30.96
5594,5594;100563;29.2
5595,5595;100564;30.2
5596,5596;100565;36.46
5597,5597;100566;42.39
5598,5598;100567;44.8
5599,5599;100568;40.88
5600,5600;100569;38.91
5601,5601;100570;37.15
5602,5602;100571;34.96
5603,5603;100572;31.71
5604,5604;100573;30.29
5605,5605;100574;30.37
5606,5606;100575;30.17
5607,5607;100576;37.43
5608,5608;100577;39.9
5609,5609;100578;41.91
5610,5610;100579;38.99
5611,5611;100580;37.56
5612,5612;100581;36.07
5613,5613;100582;30.95
5614,5614;100583;25.33
5615,5615;100584;23.55
5616,5616;100585;22.43
5617,5617;100586;21.41
5618,5618;100587;21.59
5619,5619;100588;23.34
5620,5620;100589;28. Sep
5621,5621;100590;36.26
5622,5622;100591;38.28
5623,5623;100592;34.09
5624,5624;100593;30.45
5625,5625;100594;29. Mai
5626,5626;100595;27.77
5627,5627;100596;26. Jan
5628,5628;100597;25. Jul
5629,5629;100598;24.98
5630,5630;100599;25. Jan
5631,5631;100600;29. Jun
5632,5632;100601;36.46
5633,5633;100602;38.42
5634,5634;100603;38.44
5635,5635;100604;37.98
5636,5636;100605;39.23
5637,5637;100606;36.43
5638,5638;100607;29.33
5639,5639;100608;28. Jan
5640,5640;100609;24. Jan
5641,5641;100610;23. Feb
5642,5642;100611;20. Jun
5643,5643;100612;19.99
5644,5644;100613;22. Sep
5645,5645;100614;24.53
5646,5646;100615;25.66
5647,5647;100616;24. Aug
5648,5648;100617;22.0
5649,5649;100618;Nov 82
5650,5650;100619;Nov 79
5651,5651;100620;Okt 32
5652,5652;100621;Jul 38
5653,5653;100622;Sep 77
5654,5654;100623;Dez 64
5655,5655;100624;20.31
5656,5656;100625;29.59
5657,5657;100626;31. Jul
5658,5658;100627;29.82
5659,5659;100628;31.38
5660,5660;100629;31.94
5661,5661;100630;29.75
5662,5662;100631;28. Jun
5663,5663;100632;23.59
5664,5664;100633;20.79
5665,5665;100634;18.25
5666,5666;100635;14.45
5667,5667;100636;Okt 25
5668,5668;100637;Okt 26
5669,5669;100638;17.69
5670,5670;100639;17.77
5671,5671;100640;16. Nov
5672,5672;100641;13.29
5673,5673;100642;13.61
5674,5674;100643;Nov 27
5675,5675;100644;Jul 32
5676,5676;100645;0.65
5677,5677;100646;03. Mrz
5678,5678;100647;Aug 17
5679,5679;100648;17. Jan
5680,5680;100649;21.69
5681,5681;100650;29.21
5682,5682;100651;33.94
5683,5683;100652;35.21
5684,5684;100653;38.91
5685,5685;100654;36.21
5686,5686;100655;33.29
5687,5687;100656;30. Aug
5688,5688;100657;28. Mrz
5689,5689;100658;26.16
5690,5690;100659;23.96
5691,5691;100660;26.21
5692,5692;100661;37.12
5693,5693;100662;39.43
5694,5694;100663;38.98
5695,5695;100664;34.43
5696,5696;100665;28.85
5697,5697;100666;28. Sep
5698,5698;100667;27.49
5699,5699;100668;27.35
5700,5700;100669;26. Feb
5701,5701;100670;27. Feb
5702,5702;100671;28. Mrz
5703,5703;100672;35.38
5704,5704;100673;39.9
5705,5705;100674;42.91
5706,5706;100675;41.58
5707,5707;100676;40.55
5708,5708;100677;42.4
5709,5709;100678;38.46
5710,5710;100679;31. Jul
5711,5711;100680;30. Jul
5712,5712;100681;29. Sep
5713,5713;100682;29. Apr
5714,5714;100683;28.69
5715,5715;100684;29.41
5716,5716;100685;37.94
5717,5717;100686;43.55
5718,5718;100687;46.66
5719,5719;100688;46.3
5720,5720;100689;46.69
5721,5721;100690;48.04
5722,5722;100691;45.95
5723,5723;100692;44.45
5724,5724;100693;44.1
5725,5725;100694;40.15
5726,5726;100695;42.53
5727,5727;100696;42.6
5728,5728;100697;43.93
5729,5729;100698;43.95
5730,5730;100699;40.24
5731,5731;100700;37.98
5732,5732;100701;32.62
5733,5733;100702;27. Mrz
5734,5734;100703;28.77
5735,5735;100704;27.35
5736,5736;100705;26.38
5737,5737;100706;26. Feb
5738,5738;100707;25.96
5739,5739;100708;27.96
5740,5740;100709;32.76
5741,5741;100710;38.64
5742,5742;100711;41.51
5743,5743;100712;41.99
5744,5744;100713;41.95
5745,5745;100714;42.7
5746,5746;100715;41.45
5747,5747;100716;38.97
5748,5748;100717;36.57
5749,5749;100718;33.79
5750,5750;100719;34.9
5751,5751;100720;38.4
5752,5752;100721;38.97
5753,5753;100722;40.0
5754,5754;100723;38.95
5755,5755;100724;35.61
5756,5756;100725;35.92
5757,5757;100726;31.24
5758,5758;100727;32.42
5759,5759;100728;30.59
5760,5760;100729;29.94
5761,5761;100730;29. Mrz
5762,5762;100731;29. Mai
5763,5763;100732;30. Dez
5764,5764;100733;33.95
5765,5765;100734;41.9
5766,5766;100735;46.96
5767,5767;100736;47.53
5768,5768;100737;47.53
5769,5769;100738;47.81
5770,5770;100739;45.99
5771,5771;100740;45.2
5772,5772;100741;41.71
5773,5773;100742;39.17
5774,5774;100743;38.28
5775,5775;100744;38.23
5776,5776;100745;38.94
5777,5777;100746;39.01
5778,5778;100747;35.52
5779,5779;100748;34.99
5780,5780;100749;36.48
5781,5781;100750;33.5
5782,5782;100751;29.29
5783,5783;100752;29. Jan
5784,5784;100753;28. Jun
5785,5785;100754;27.0
5786,5786;100755;25.58
5787,5787;100756;28.0
5788,5788;100757;31.96
5789,5789;100758;37.93
5790,5790;100759;38.91
5791,5791;100760;35.99
5792,5792;100761;35.51
5793,5793;100762;32.24
5794,5794;100763;29.33
5795,5795;100764;27.29
5796,5796;100765;25. Aug
5797,5797;100766;25. Sep
5798,5798;100767;27.29
5799,5799;100768;30.51
5800,5800;100769;36.36
5801,5801;100770;38.92
5802,5802;100771;38.71
5803,5803;100772;36.61
5804,5804;100773;38.95
5805,5805;100774;34.07
5806,5806;100775;32.17
5807,5807;100776;29. Apr
5808,5808;100777;26.96
5809,5809;100778;26. Aug
5810,5810;100779;26. Apr
5811,5811;100780;25.59
5812,5812;100781;25.56
5813,5813;100782;26.77
5814,5814;100783;28.82
5815,5815;100784;32.4
5816,5816;100785;33.35
5817,5817;100786;33.15
5818,5818;100787;29. Jan
5819,5819;100788;26. Jul
5820,5820;100789;26.33
5821,5821;100790;26. Apr
5822,5822;100791;26. Sep
5823,5823;100792;29. Jan
5824,5824;100793;29.34
5825,5825;100794;29.89
5826,5826;100795;30. Dez
5827,5827;100796;29.63
5828,5828;100797;28.87
5829,5829;100798;26.26
5830,5830;100799;24.36
5831,5831;100800;23. Dez
5832,5832;100801;22.73
5833,5833;100802;22.63
5834,5834;100803;20.27
5835,5835;100804;20.59
5836,5836;100805;21. Mrz
5837,5837;100806;23. Jul
5838,5838;100807;24.76
5839,5839;100808;25.56
5840,5840;100809;20.71
5841,5841;100810;23.32
5842,5842;100811;21.36
5843,5843;100812;19. Aug
5844,5844;100813;Okt 47
5845,5845;100814;Sep 96
5846,5846;100815;17.31
5847,5847;100816;19.72
5848,5848;100817;28.63
5849,5849;100818;32.9
5850,5850;100819;35.37
5851,5851;100820;37.0
5852,5852;100821;38.92
5853,5853;100822;37.06
5854,5854;100823;26. Apr
5855,5855;100824;23.51
5856,5856;100825;22.86
5857,5857;100826;22.56
5858,5858;100827;24.86
5859,5859;100828;26.78
5860,5860;100829;34.93
5861,5861;100830;41.25
5862,5862;100831;41.61
5863,5863;100832;38.94
5864,5864;100833;35.35
5865,5865;100834;32.92
5866,5866;100835;28.68
5867,5867;100836;28.17
5868,5868;100837;26.91
5869,5869;100838;28. Feb
5870,5870;100839;28.59
5871,5871;100840;32.18
5872,5872;100841;38.94
5873,5873;100842;42.78
5874,5874;100843;40.91
5875,5875;100844;39.37
5876,5876;100845;39.91
5877,5877;100846;32.04
5878,5878;100847;28.83
5879,5879;100848;28.63
5880,5880;100849;28.49
5881,5881;100850;28.43
5882,5882;100851;27.99
5883,5883;100852;28.44
5884,5884;100853;35.81
5885,5885;100854;41.63
5886,5886;100855;41.79
5887,5887;100856;36.0
5888,5888;100857;34.74
5889,5889;100858;32.97
5890,5890;100859;31.93
5891,5891;100860;31.93
5892,5892;100861;30.55
5893,5893;100862;32.6
5894,5894;100863;32.93
5895,5895;100864;36.95
5896,5896;100865;40.0
5897,5897;100866;44.04
5898,5898;100867;43.1
5899,5899;100868;41.68
5900,5900;100869;40.54
5901,5901;100870;37.29
5902,5902;100871;34.99
5903,5903;100872;32.51
5904,5904;100873;31.02
5905,5905;100874;29. Jul
5906,5906;100875;29.54
5907,5907;100876;31.89
5908,5908;100877;38.02
5909,5909;100878;43.92
5910,5910;100879;46.01
5911,5911;100880;44.18
5912,5912;100881;43.71
5913,5913;100882;42.06
5914,5914;100883;38.93
5915,5915;100884;38.09
5916,5916;100885;37.44
5917,5917;100886;37.38
5918,5918;100887;38.9
5919,5919;100888;41.51
5920,5920;100889;42.52
5921,5921;100890;44.55
5922,5922;100891;44.15
5923,5923;100892;43.93
5924,5924;100893;41.66
5925,5925;100894;36.07
5926,5926;100895;33.03
5927,5927;100896;32.21
5928,5928;100897;30.62
5929,5929;100898;30. Nov
5930,5930;100899;29.19
5931,5931;100900;32.06
5932,5932;100901;36.94
5933,5933;100902;42.29
5934,5934;100903;48.24
5935,5935;100904;43.08
5936,5936;100905;41.86
5937,5937;100906;40.03
5938,5938;100907;35.71
5939,5939;100908;35.75
5940,5940;100909;35.54
5941,5941;100910;39.52
5942,5942;100911;40.6
5943,5943;100912;44.31
5944,5944;100913;45.87
5945,5945;100914;53.71
5946,5946;100915;49.56
5947,5947;100916;46.03
5948,5948;100917;42.71
5949,5949;100918;35.61
5950,5950;100919;34.16
5951,5951;100920;32.07
5952,5952;100921;30. Aug
5953,5953;100922;30.69
5954,5954;100923;29.64
5955,5955;100924;30.84
5956,5956;100925;35.87
5957,5957;100926;41.88
5958,5958;100927;45.54
5959,5959;100928;45.58
5960,5960;100929;44.61
5961,5961;100930;43.31
5962,5962;100931;39.65
5963,5963;100932;34.43
5964,5964;100933;32.05
5965,5965;100934;31.84
5966,5966;100935;32.4
5967,5967;100936;37.87
5968,5968;100937;40.58
5969,5969;100938;42.74
5970,5970;100939;41.8
5971,5971;100940;40.46
5972,5972;100941;40.99
